,content,background,textcolor,font,label
1308,"همزن کاسه دار یورولوکس
مدل 3905  توان مصرفی 600 وات

دارای عملکرد توربو

ظرفیت کاسه 4 لیتر

تنظیمات 5 سرعته موتور  قیمت عالی
گارانتی یکساله
ارسال با پست پیشتاز و تیپاکس
سفارش گیری دایرکت و واتس آپ
شماره تماس 09907677197",pattern_q,default,default,tablighat va business
1309,"همزن کاسه دار یورولوکس
مدل 3904  
دارای خمیر زن

وزن 1.7 کیلوگرم

دارای عملکرد توربو

ظرفیت کاسه 3لیتر

توان مصرفی 600 وات
  قیمت عالی
گارانتی یکساله
ارسال با پست پیشتاز و تیپاکس
سفارش گیری دایرکت و واتس آپ
شماره تماس 09907677197",pattern_q,default,default,tablighat va business
1310,"در قیامت نزدیک ترین مردم به من کسی است که بیشتر بر من صلوات بفرستد.

  کنز العمال، ج ۱، ص ۴۸۹  حضرت محمد (ص) می‌فرمایند:",base_background_ge,white,iphone,mazhabi
1311,"اگر که دانی و پرسی شروع صحبت ماست
   
     بگویمت که نگو این غلط چه افتاد است",orange_background,white,isfahan,nasihat va sokhan
1312,"اتو یورولوکس
مدل 5074  وزن 1.3کیلوگرم
کفی تیتانیوم
بخار دهی عمودی 
سیستم ضد رسوب

  قیمت عالی
گارانتی یکساله
ارسال با پست پیشتاز و تیپاکس
سفارش گیری دایرکت و واتس آپ
شماره تماس 09907677197",default,default,rezvan,
1313,سالروز شهادت مظلومانه خاتم پیامبران حضرت رحمة للعالمین محمد مصطفی (ص) و شهادت مظلومانه و غریبانه تنهاترین سردار عالم حضرت امام حسن مجتبی علیه السلام تسلیت باد.  دکترحسنی   @drhhasani_fanpage,base_background_gb,yellow,dastnevis,monasebat
1314,متن شما...  قهرمانیت مبارک پهلوون,default,default,ordibehesht,monasebat
1315,تولدت مبارک سامان دوست داشتنی,pattern_q,yellow,default,monasebat
1316,یک سالگیت مبارک نفسم,default,red,dastnevis,monasebat
1317,متن شما...  ارسال رایگان برای تهران و کرج تا پایان این استوری😍,base_background_gi,default,default,tablighat va business
1318,خدا مرا بس‌ است ، معبودی نیست جز او من بر او توکل می کنم♡,white_background,gray,nastaliq,mazhabi
1319,"زندگی

آبتنی کردن

در حوضچه 

اکنون است",default,yellow,suls,nasihat va sokhan
1320,"دوستان پیج دلیت میشه 

بدرود👋👋👋",pattern_q,white,iphone,majazi
1321,"صدای مردم و جوانان ورزشکار رشته فوتبال
یه نکته به اداره ورزش جوانان چرا بعد از استعفا آقای کردی سرپرستی برای هیئت فوتبال بروجرد مشخص نمی کنید",base_background_gc,default,default,varzeshi
1322,مسابقه برترین مهاجم فصل بیستم پرسپولیس  مرحله یک چهارم نهایی   مسابقه سوم  شهریار مغانلو   مهدی عبدی   vs  _PERSPOLIS.FN,red_background,black,ordibehesht,varzeshi
1323,هفتم مهرماه روز آتش نشاني و ايمني، روز قدرداني از تلاش شبانه روزي آتش نشانان پر تلاش و ترویجگران فرهنگ ایمنی به همه عزیزان شاغل در این عرصه مبارکباد.  ارادتمند دکتر حسنی,pattern_m,darkblue,ordibehesht,monasebat
1324,مسابقه برترین مهاجم فصل بیستم پرسپولیس   مرحله یک چهارم نهایی   مسابقه دوم  امید عالیشاه  وحید امیری   vs  _PERSPOLIS.FN,red_background,black,ordibehesht,varzeshi
1325,مسابقه برترین مهاجم فصل بیستم پرسپولیس   مرحله یک چهارم نهایی   مسابقه اول  مهدی ترابی  سیامک نعمتی   vs  _perspolis.fn,red_background,white,shabnam,varzeshi
1326,"فرقی نمیکنه
خودت چه قدر فکر میکنی
تحصیل کرده، باهوش، پولدار یا با حال هستی، 
اینکه با آدما چطور رفتار میکنی 
همه چیزو معلوم میکنه",pattern_j,black,sahel,nasihat va sokhan
1327,"روزتون روبا یک لیوان آب هم‌دما با اتاق،
 که روش آب یک عدد لیمو 
روچکوندین شروع کنید

چیکارمیکنه این ترکیب؟؟؟



تناسب اندام🙌
سرما نمی‌خورید🙌
سوء هاضمه نمی‌گیرید🙌
نمي گذارد بدنتون کم‌آب میشه🙌
دهنتون بو نمی‌گیره🙌
  faghatsohi",pattern_i,darkblue,ordibehesht,pezeshki
1328,"سلام به دوستان عزیزم کسایی که تازه
وارد پیج شدند خیلی خوش آمدید
بنده فاطمه قناد هستم مشاور وکارشناس سلامت
ممنون میشم استوری ها رو دنبال کنید وپست هارو لایک کنید
درچه زمینه ای نیاز به مشاوره دارید؟
تناسب اندام
کبد چرب
تیرویید
گوارش
اصلاح مزاج
دیابت
کلمه مورد نظر رو بفرستید تا تایم مشاوره رایگان رو منشی پیج خانم احمدی براتون هماهنگ کنند",pattern_g,blue,sahel,tablighat va business
1329,متن شما...عاشقتم عشق من,pattern_a,default,nastaliq,asheqane
1330,مسابقه برترین مهاجم این فصل پرسپولیس   مهدی ترابی  وحید امیری   شهریار مغانلو  عیسی آل کثیر  سیامک نعمتی   مهدی عبدی  علی شجاعی   امید عالیشاه   _perspolis.fn,red_background,white,shabnam,varzeshi
1331,از طریق کانال تلگرام به ۶ سری ویس چت سیلیکون برین دسترسی داشته باشین  لینک کانال در بایو، درصورتی که لینک کار نکرد دایرکت بدین,white_background,darkblue,sahel,majazi
1332,از طریق کانال تلگرام به ۶ سری ویس چت دسترسی داشته باشین  لینک کانال در بایو، درصورتی که لینک کار نکرد دایرکت بدین,white_background,black,sahel,majazi
1333,اربعین حسینی بر عاشقان ابا عبدالله الحسین(ع) تسلیت باد.  دکترحسنی,base_background_gf,white,dastnevis,monasebat
1334,اربعین حسینی بر عاشقان ابا عبدالله الحسین(ع) تسلیت باد.  چـهل، عدد “کمال” است و انسان، کمال خویش را از سرچشمه‌های جوشان و زلال عاشورا تا اربعین یافته است  دکترحسنی,black_background,white,nastaliq,monasebat
1335,"خوردم هر چی جامعه‌م به خوردم داد

یکم‌هم تف کردم حس کنم مستثنام",white_background,gray,rezvan,ejtemayi
1336,۱۰-در یبوست اگر کلونوسکوپی طبیعی و ترانزیت کولون کاهش یافته باشد اقدام بعدی چیست؟,pattern_l,blue,isfahan,pezeshki
1337,۹-کدام یک اندیکاسیون stool exam نمی باشد؟,pattern_l,blue,isfahan,pezeshki
1338,۸-در مورد اسهال کدام غلط است؟,pattern_l,blue,isfahan,pezeshki
1339,۷-اسهال در طی ۸ ساعت پس از مصرف به علت کدام مورد است و در چه غذایی به صورت شایع دیده میشود؟,pattern_l,blue,isfahan,pezeshki
1340,۶-شایع ترین علت اسهال بیمارستانی و آسایشگاه ها و درمان آن؟,pattern_l,blue,isfahan,pezeshki
1341,۵-در صورت وجود رشد بیش از حد باکتری های تست دی گزیلوز؟,pattern_l,blue,isfahan,pezeshki
1342,۴-پاسخ بالینی به رژیم غذایی فاقد گلوتن؟,pattern_l,blue,isfahan,pezeshki
1343,۳-حساس ترین و اختصاصی ترین تست عدم تحمل لاکتوز کدام است؟,pattern_l,blue,isfahan,pezeshki
1344,۲-بیمار با علائم سوجذب و چربی مدفوع بالا (بیشتر از ۶) و تست دی گزیلوز غیر طبیعی کدام اقدام ارجح است؟,pattern_l,blue,isfahan,pezeshki
1345,۱-در کدام بیمار تست دی گزیلوز به صورت مثبت کاذب نمی باشد؟,pattern_l,blue,isfahan,pezeshki
1346,زبان تخصصی,orange_background,white,suls,dars va daneshgah
1347,شب رویایی رو براتون آرزو دارم...,pattern_f,white,rezvan,greet
1348,"سلام علیکم
    قابل توجه عزیرانی که مدام پیام میدن و خبر میگیرن:
با توجه به شایعات اخیر درباره بازگشایی مرز های زمینی مهران و شلمچه لازم به ذکر است طبق اطلاع دقیق هیچ مرز زمینی بازگشایی نگردیده و تمامی دستگاه های دولتی و امنیتی منتظر تصمیم دولت عراق می باشند.عزیزان توجه داشته باشند در ورودی های شهرهای مرزی ایست و بازرسی های متعددی تعبیه شده که از ورود به این شهرها به دلیل ازدحام زوار در داخل این شهرها و نقاط صفر مرزی جلوگیری می شود.
عزیزان به شهرهای مرزی سفرنکند.در صورت موافقت و یا خبری از این باره خدمت عزیران سریعا عرض میکنم.",black_background,orange,sahel,siyasi
1349,"پاییزمی آیدتابه درخت بگوید:

هرچندهزاربرگ، دربهاران تورااحاطه کرده باشند؛ امادربرگریزان زندگی خواهی فهمیدکه فقط خودت می مانی وخودت",pattern_m,black,sahel,nasihat va sokhan
1350,من پاییزم  تو مهری که به دلم نشستی...🧡  من پاییزم  تو مهری که به دلم نشستی...🧡,default,yellow,nastaliq,asheqane
1351,نوازش کردن یعنی توجه به افراد مهمی که در زندگیمون حضور دارند که میتونن بصورت تماس جسمی باشه و یا بصورت کلامی پرمهر و محبت و یا نگاهی عاشقانه ...,pattern_j,blue,default,mazhabi
1352,"هر فردی در هر سنی نیاز به نوازش دارد. مثلاً نوزادان عمدتا به نوازش فیزیکی نیازمندند. مطالعات نشان می دهد کودکانی که بدون لمس عاطفی رشد می کنند، دارای مشکلات شدید رشدی و مشکلات روحی و روانی بوده و قادر به برقراری ارتباط اجتماعی نیستند.
در خصوص بزرگسالان نیز مطالعات نشان می دهد زوجینی که توسط همسر خود در آغوش گرفته می شوند، فشار خون و ضربان قلب کمتر و سیستم ایمنی قویتری دارند.",pattern_j,blue,default,mazhabi
1353,آیا از تأثیر نوازش در روابط عاطفی خود آگاهید؟,pattern_j,darkblue,default,mazhabi
1354,"در پایان اینکه،خویشتن‌نوازی را فراموش نکنید. گاهی لازم است خود را در آغوش بگیرید، دست نوازش به صورتتان بکشید،  ویژگیهای مثبت و موفقیت‌های خود را بخاطر آورید و از خود تمجید نمایید، بدنتان را دوست بدارید که بار همه مشکلاتتان را بدوش میکشد.
      
    دکتر حسن گرجیان",pattern_j,blue,default,mazhabi
1355,فردی که از شریک زندگیش نوازش مثبت و کافی دریافت نمی کند، ممکن است رفتارهایی بروز دهد (مانند اخم کردن، غرزدن، بهانه گیری  ...) تا بتواند توجه شما را جلب کند و یا حداقل مورد نوازش منفی مانند توهین، درگیری فیزیکی قرار گیرد. چرا که نوازش منفی با همه اثرات مخربش، بهتر از عدم دریافت نوازش است.,pattern_j,blue,default,mazhabi
1356,اگرچه گذشت زمان ممکن است نوازش ها را در زندگی زناشویی کمرنگ کند، اما این نیاز همچنان در وجود همسرتان پررنگ باقی خواهد ماند. نتیجه بی توجهی به نوازش در روابط کسالت، دلزدگی و عدم اطمینان از عشق همسر به خود می باشد.,pattern_j,blue,default,ejtemayi
1357,نوازش کردن در بزرگسالان می تواند به شکل های مختلف مانند در آغوش گرفتن ، بوسیدن ... و یا بصورت کلامی مانند تعریف و تمجید کردن، جملات عاشقانه  ،نگاه محبت آمیز باشد,pattern_j,blue,default,ejtemayi
1358,نوازش، هورمونی به نام اکسی توسین ترشح می کند که استرس و اضطراب را کاهش و سلامت روان شما را نیز افزایش می دهد.,pattern_j,blue,default,ejtemayi
1359,"هرفردی در هر سنی نیاز به نوازش دارد. 
نوزادان عمدتا به نوازش و لمس فیزیکی و عاطفی نیازمندند.مطالعات نشان داده است کودکانی که بدون لمس عاطفی رشد می‌کنند دارای مشکلات شدید رشد بوده و قادر به ارتباط اجتماعی نیستند. زوج‌هایی که شرکای خود را مرتب در آغوش می‌گیرند،فشار خون و ضربان قلب کمتری دارند.",pattern_j,blue,default,ejtemayi
1360,نوازش کردن یعنی به افرادیکه دوروبرمون حضور دارند، توجه کنیم که می‌تونه هم تماس جسمی باشه، یا یک نگاه عاطفی و یا کلامی پرمهر و محبت.,pattern_j,blue,default,ejtemayi
1361,آیا تاثیر نوازش در روابط عاطفی آگاهید؟,pattern_j,blue,default,ejtemayi
1362,جراحی,pattern_p,black,nastaliq,pezeshki
1363,رادیولوژی,pattern_p,black,nastaliq,pezeshki
1364,پوست,pattern_p,black,nastaliq,zibayi
1365,اورولوژی,pattern_p,black,nastaliq,pezeshki
1366,ارتوپدی,pattern_p,black,nastaliq,pezeshki
1367,گوش و حلق و بینی,pattern_p,black,nastaliq,pezeshki
1368,مغز و اعصاب,pattern_p,black,nastaliq,pezeshki
1369,عفونی,pattern_p,black,nastaliq,pezeshki
1370,"برنامه هفتگی :
شنبه : مرور یک فصل داخلی همراه با سوال
یکشنبه : مرور یک فصل اطفال همراه با سوال
دوشنبه : مرور یک فصل جراحی همراه با سوال
سه شنبه : مرور یک فصل زنان همراه با سوال
چهارشنبه : مرور عفونی-اعصاب-ارتوپدی-اورلوژی
پنج شنبه : مرور پوست-روان-رادیولوژی-چشم-ENT
جمعه : مگه کسی جمعه درس میخونه؟!",pattern_n,black,nastaliq,pezeshki
1371,قهر کردن زیاد یک مشکل شخصیتی است که بعضی از افراد با تکیه بر آن از روبرویی با مشکلات می گریزند و طرف مقابلشان را تنبیه می کنند.,default,default,default,ejtemayi
1372,۹ سری یادگیری ماشین، از این قسمت بصورت سریالی و به ترتیب قابل دسترسی است,white_background,black,sahel,IT
1373,چرا بعضی از افراد مدام قهر می کنند؟,white_background,red,default,ejtemayi
1374,مهمترین نکته در خصوص کسانیکه مداوم قهر می کنند اینست که در قبال قهر کردنشان نباید پاداش بگیرند تا این رفتار غلطشان تقویت گردد.,default,orange,default,ejtemayi
1375,قهر  حاصل خشم افراد درونگرا ، کم جرات،منفعل ، پرخاشگر، خجالتی و پرتوقع است. این افراد بدلیل عدم بلوغ شخصیتی در ابراز احساساتشان ناتوان هستند.قهر ، رفتاری برای بیان اعتراض است و از جانب کسانی که شخصیت ناپخته و منفعل دارند، ابراز می شود.,default,orange,default,ejtemayi
1376,قهر کردن یک رفتار ناپخته در افرادی با شخصیت نابالغ است ،که می تواند ریشه در کودکی فرد داشته باشد. این افراد راه حلهای موقت و ناکارآمدی مثل قهر کردن را به شیوه صحیح حل مشکلات ترجیح می دهند.,default,orange,default,ejtemayi
1377,"قهر کردن مداوم

قهر کردن بیش از اندازه یک بیماری شخصیتی است.
قهر کردن مداوم نوعی مشکل شخصیتی است که فردا تکیه بر آن از روبرویی با مشکل می گریزد و طرف مقابلش را تنبیه می کند.",default,orange,default,ejtemayi
1378,"• پرهیز از خوردن غذاهایی که بخارات بدن را افزایش می‌دهند مانند سیر، پیاز، عدس، حلیم، گردو، خرما.

• پرهیز از مصرف حبوبات در شب، برای مصرف حبوبات بهتر است دو ساعت خیسانده شوند و یا با زیره طبخ شوند.

• زمان خواب و بیداری خود را مشخص کنید، حتی در روزهای تعطیل.

• به جای بر پشت خوابیدن، عادت کنید ابتدا به پهلو راست و سپس به پهلو چپ بخوابید.",pattern_b,black,default,pezeshki
1379,"🔶🔸 درمان عمومی فلج خواب یا بختک از دیدگاه طب سنتی
.
فلج خواب عارضه ی خطرناکی نیست و بین چند ثانیه تا چند دقیقه رخ می‎دهد که می‌توان با شناخت علت، به راحتی از آن پیشگیری کرد:

• مصرف کردن مغزها (فندق، پسته، بادام، مویز) و تخم مرغ عسلی برای تقویت مغز",pattern_b,black,default,pezeshki
1380,"• فلج خواب ناشی از امتلاء از اخلاط زائد و یا همان سوء مزاج‎های خون، بلغم و سودا، فرد را مستعد صرع، سکته، مانیا و فلج می‌نماید.

• افرادی که ضعف مغز دارند، مستعد تأثیرپذیری از عوامل فوق بوده و دچار فلج خواب می‌شوند.

• فعالیت بدنی، ورزش و استحمام نیز سبب تحلیل اخلاط زائد می‌شود و کمبود آن‌ها، تجمع اخلاط و تصاعد بخارات از آن‌ها را بیشتر می‌کند.",pattern_b,black,default,pezeshki
1381,"🔷🔹 نکات مهم و قابل توجه
. 
•  در مواردی که فلج خواب تکرار می‌شود، شایعترین علت، سوء مزاج‌‎های دموی، سوداوی و بلغمی است.

• چون خلط خون، بلغم و سودا، اخلاط سنگین و تا حدی غلیظ هستند که می‌تواند مسبب کابوس و فلج خواب شوند.

• اما خلط صفرا سبک است و در افراد با مزاج گرم و خشک، تقریباً بختک اتفاق نمی‌افتد.",pattern_b,black,default,pezeshki
1382,تو همون قوت قلبی که تا بهت فکر می کنم تمومه خیالم پر از راحتی میشه🤪,default,red,nastaliq,asheqane
1383,"متن شما...  اشتباه‌ترین تصمیم آدم،
 تلاش برای تبدیل باطن زندگی خویش
 به ظاهر زندگی بقیه‌ بوده و هست...!",default,white,pooya,nasihat va sokhan
1384,"عزیزان دلم
برای سلامت قلب و عروق و استخوان‌ها و دفاع بدن در برابر ویروس کرونا، مصرف ویتامین دی را جدی بگیرید. روزانه به ازای هر کیلوگرم وزنتون 100 واحد ویتامین دی نیاز دارید. روزانه 20 دقیقه آفتاب بگیرید.  دوستدار شما دکتر حسنی",pattern_m,darkblue,ordibehesht,pezeshki
1385,"بعضی گونه‌های گیاهان، به دلیل داشتن رطوبت فراوان در زیستگاه اصلی خودشان، به داشتن هوای مرطوب عادت کرده‌اند.
در اینگونه گیاهان، خشک بودن هوای اطرافشان، طی چند روز، باعث ایجاد عوارضی می‌شود که در ظاهرِ گیاه، کاملا نمایان است. “جزیره”، یکی از روش‌های تامین رطوبت مورد نیاز گیاه است که در آن با استفاده از یک زیر گلدانی سنگ‌ریزه دار (که حاوی آب است)، فضای اطراف گیاه را مرطوب نگه می‌دارند.درست کردن جزیره برای گیاه، باعث می‌شود رطوبت کافی در اختیار برگ‌های آن قرار بگیرد و دمای اطراف گیاه نیز چند درجه کمتر شود...",pattern_d,white,dastnevis,elmi
1386,هدیه به همه شما همراهان آوادیس  دوستانی که بنر های بعدی که استوری شده رو دراستوری خود گذاشته ومارو تک کنید از طرف مجموعه  آوادیس یک عدد گارد ویک عدد گلس رایگان اهدا می گردد.,base_background_ga,yellow,titr,tablighat va business
1387,"روش سفارش  ۱_ لباس موردنظر خودتون رو با رنگ و سایز موردنظر به دایرکت میفرستین.
🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️

۲_درصورت موجودبودن لباس، مبلغ لباس+هزینه ارسال رو به شماره کارتی که بهتون داده میشه واریز میکنین.
🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️

۳_رسید واریزی رو در دایرکت میفرستین.
🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️

۴_سفارشتون با کمال میل و احترام ثبت میشه و شماره ی سفارش بهتون داده میشه.
🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️

۵_هرجای دنیا که باشین سفارشتون با پست به درب منزلتون فرستاده میشه‌ و ۳تا۴روز کاری طول میکشه که به دستتون برسه.
🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️

۶_برای یزدیهای عزیزم امکان ارسال با پیک،اسنپ و تحویل حضوری هست.
🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️

🌹با عشق و احترام درخدمت شما مامانای عزیز هستم🌹",pattern_j,black,iphone,tablighat va business
1388,"تولدت مبارکا باشه خان دایی.،
تاجیِ با تعصب.",black_background,white,titr,monasebat
1389,"همه مدلهای برند +Gموجود می باشد.   مرکزدیجیتال وگروه موبایل آوادیس   شروع قیمت از ۱.۷۵۰.۰۰۰  اندروید۱۰به بالا
اینترنت4G
گارانتی تعویض 
قیمت مناسب
دوربین باکیفیت",white_background,black,titr,tablighat va business
1390,"مرکز دیجیتال وگروه موبایل آوادیس   فروش انواع گوشی تلفن همراه در اقساط بلند مدت باکارمزد مناسب وقیمت فوق العاده دراستان یزد  آدرس:یزد آزادشهر بین فلکه اول ودوم جنب فروشگاه بابایی 
☎️۳۷۲۰۱۲۷۷                     📱۰۹۱۳۱۵۷۳۴۸۹",white_background,red,titr,tablighat va business
1391,"آمدنت این بار
بوی رفتن میدهد",default,black,suls,asheqane
1392,"تمام اصل‌های حقوق بشر را خواندمو جای یک اصل را    خالی یافتم و اصل دیگری را به آن افزودم
عزیز من
اصل سی و یکم :
هرانسانی حق دارد هر کسی را که میخواهد دوست داشته باشد.",default,black,nastaliq,ejtemayi
1393,"زنجبیل قلم و
پودر زنجبیل 
موجود است
برای سفارش لطفا دایرکت پیام دهید",pattern_j,black,default,tablighat va business
1394,"درود بر شیرمردان وطن که برای حفظ
 هر وجب از خاک میهن
 از جان شیرین گذشتند.
   آغاز هفته دفاع مقدس گرامی باد.",gray_background,darkblue,dastnevis,monasebat
1395,"چیزی ویرانگر تر ازاین نیست که
بدانیم فریب همان کسی را خوردیم که
باورش داشتیم..",default,red,titr,nasihat va sokhan
1396,کوییز امروز   QUIZ   مهدی طارمی در اولین بازی خود برای پرسپولیس با شماره ای به میدان رفت؟   _perspolis.fn,base_background_gf,white,iphone,varzeshi
1397,"سلام به روی ماه لشگر مهندس ماگیا🥰😅

حال دلتون خوبه 🌹😍

فرصت نمیکنم بیام استوری بسازم فقطططططططط دارم میسازم سفارشای خوشکلتونو🤗🌺

ثبت سفارش تحویل هفته اول مهرماه تکمیل شد 🚫⛔

ازون دسته از عزیزانی هم که بدلیلی شلوغی نشد سفارششون قبول کنم عذر خواهی میکنم 😢

واسه ثبت سفارشای جدید که تحویلشون میشه هفته دوم مهرماه درخدمتم ⬇️",pattern_n,black,iphone,tablighat va business
1398,"همسر عزیزم
 (پنج سال از کنارهم بودن گذشت )
سالگرد بهم رسیدن مون رو تبریک میگم ان شالله تا لحظه آخر کنار هم با دلی خوش زندگی کنیم 
۱۳۹۵/۶/۲۷",pattern_q,yellow,khodkar,monasebat
1399,روز ملی شعر و ادب پارسی و روز بزرگداشت استاد شهریار گرامی باد  ارادتمند دکتر حسنی,white_background,darkblue,khodkar,monasebat
1400,"حافظا می خور  و  رندی کن و خوش باش ولی
دام تزویر مکن چون دگران قرآن را
#حافظ",pattern_l,gray,ordibehesht,sher va adabiyat
1401,شرکت آسانسور کورد اطلس  دارای پروانه طراحی و مونتاژ از وزارت صنعت،معدن و تجارت  اجرای انواع آسانسور  کششی  هیدرولیک  گیرلس  روملس  ۲ سال بیمه  روملس  ۱۸ ماه گارانتی طلایی  سقز،میدان قدس،روبروی اداره پست  مهندس فرید نعلی  ۰۹۱۴۷۲۵۳۱۶۱-۰۸۷/۳۶۲۳۶۸۱۳,base_background_gd,black,iransans,tablighat va business
1402,جــای  تــو در جـانِ مـن اسـت...,default,red,isfahan,asheqane
1403,"سلام ،،،
 چطورین بلوطی ها😍😍😍
تخفیف اخر فصل داریم ،
اونم چه تخفیفی
بیشترین تخفیف ها
یه تعدادی از مانتوها موجوده
 ک اف زدیم براتون
تعدادشون خیلی کمه 
ثبت سفارش از دایرکت 
پست و استوری ها دنبال کنید..
 امروز🤭🤭
دوستتون داریم❤️❤️",pattern_i,darkblue,pooya,tablighat va business
1404,بیست و ششم شهریور روز اورژانس و فوریت‌های پزشکی بر پیشگامان عرصه سلامت و درمان کشور و به ویژه همکارانم در شهرستان‌های نایین و خور و مبارک باد.  ارادتمند دکتر حسنی,base_background_ge,yellow,dastnevis,monasebat
1405,ارسال رایگان تا پایان این استوری😍,base_background_gi,default,rezvan,tablighat va business
1406,"مامانای مهربون
به یه نکته درباره اندازه گیری لباسا دقت کنید.  سایزبندی حدودی لباسا ی بچگانه همین جدولیه که بالا براتون گذاشتم.👆
(درمورد حدودسنی نوزادی هام داخل کپشن هرپست نوشتم)
ولی دقت کنید این اندازه هابه خاطر اندام کوچولوهاتون و قواره ی متفاوت لباسا حدودی هست.

(داخل این جدول حدودسنی ممکنه هرسایز به یک سال بزرگتر و کوچیکترم بخوره)👈بستگی به اندام داره🤴👸


من برای راحتیِ شما و اینکه مشکل بزرگ و کوچیک بودن لباس براتون پیش نیاد👇
تمام لباسا رو با متر براتون اندازه گیری کردم و داخل کپشن مربوط به لباس نوشتم.
شما عزیزان فقط کافیه اندازه‌گیریای داخل کپشن رو با یکی از لباسای فرشته تون مطابقت بدین.
همین😊 به همین راحتی،به همین خوشمزه گی😋

اگر مشکلی در اندازه گیری هم داشتین تشریف بیارین دایرکت.راهنماییتون میکنم.
من۲۴ساعته پاسخگوی شما مامانای مهربون هستم🌹",pattern_j,black,pooya,tablighat va business
1407,"سلام عزیزان امیدوارم تو بهترین حالتون باشید

به نظرتون به غیر از کتونی، تیشرت و ست های ورزشی هم موجود کنیم یا تخصصی به کتونی بپردازیم؟؟!!",pattern_l,red,isfahan,tablighat va business
1408,زادروزت همایون باد با معرفت,default,white,nastaliq,monasebat
1409,مهم اینه آدم با تنبلی به جایی برسه وگرنه که همه با تلاش و کوشش میرسن🤙,default,default,khodkar,angizeshi
1410,با کمال تاسف و تاثر مصيبت درگذشت مرحوم مغفور روانشاد جناب آقای اسدالله اسماعیلی بنویدی را به خانواده محترم و سوگوار بنویدی، آزادی و کلیه بستگان سببی و نسبی از این سلسله و دودمان تسليت عرض نموده، از خداوند منان برای آن فقید سعید بهترین پاداش صالحان و همجواری با ائمه‌ معصومین در بهشت برین همراه با صبر و شکیبایی و طول عمر برای سایر بازماندگان  مسئلت دارم.  شریک غم شما دکتر حسنی   @drhhasani_fanpage   «الَّذِینَ إِذَا أَصَابَتْهُمْ مُصِیبَةٌ قَالُوا إِنَّا لِلَّهِ وَإِنَّا إِلَیْهِ رَاجِعُونَ»,black_background,white,suls,monasebat
1411,مواردی که قبل از طراحی نرم افزار های مبتنی بر هوش مصنوعی باید توجه کرد چیست؟   از منظر محصول نه از منظر طراحی مدل یادگیری و داده,white_background,purple,sahel,IT
1412,آموزش,default,black,afsaneh,dars va daneshgah
1413,ارسال رایگان برای تهرانی ها تا پایان این استوری😍,base_background_gi,default,rezvan,
1414,"کهنه رفیق من
به گذشته که نگاه میکنم
 تو بهترین روزای زندگی کنارم بودی
 و کلی با هم خاطره داریم
مرسی که هستی 
تولدت مبارک❤⚘🌷",pattern_e,black,nastaliq,monasebat
1415,حالا فهمیدم چرا الهلال نمیتونست دروازه استقلال رو باز کنه واقعا بازی کردن جلو تیمای ناشناخته سخته,red_background,white,default,varzeshi
1416,"میلادت
 ای دوست 
مبارک باشد
پیوسته دلت
شاد سعادت باشد",default,white,afsaneh,monasebat
1417,"۱۳ سپتامبر بعنوان روز برنامه نویس شناخته می‌شود اما چرا ۱۳ سپتامبر؟

چون این روز، روز ۲۵۶ ام سال است. حالا چرا عدد ۲۵۶؟  ۱.عدد ۲۵۶ بزرگترین توان عدد ۲ کوچکتر از ۳۶۵ که تعداد روزهای یک سال است، می‌باشد.

۲.تعداد ۲۵۶ مقدار منحصر به فرد می‌تواند توسط یک بایت تولید گردد.

۳.عدد ۲۵۶ به صورت کلی برای برنامه‌نویس‌ها عددی آشناست.  @silicon_brain",white_background,black,sahel,monasebat
1418,< روز برنامه نویس مبارک />,white_background,purple,rezvan,monasebat
1419,"# نازلترین قیمت
# در کمترین زمان
#بالاترین کیفیت
# گالری پناه",pattern_o,darkblue,default,tablighat va business
1420,سفارشات خود را در واتساپ به اشتراک بگذارید,black_background,black,nastaliq,tablighat va business
1421,طراحی انواع تابلوهای هنری,black_background,darkblue,suls,tablighat va business
1422,سفارشات شما پذیرفته میشود,base_background_gb,black,default,tablighat va business
1423,"فک کنم بعضی از دوستان با کت و شلوار میخوابن😂
دیگه با زیرپیرهن آبی ما بدبختا چیکار دارید؟! همین یدونه میراث برامون مونده بذارید حفظ بشه.",yellow_background,black,default,tanz
1424,اقدام انسان دوستانه تاجیکستانی ها بعد از مصدومیت مهاجم پرسپولیس   ظهر امروز معاون وزیر تندرستی تاجیکستان برای جویا شدن از وضعیت مصدومیت مهاجم تیم فوتبال پرسپولیس در اردوی این تیم حضور یافت.   _TOOP.IR,red_background,white,ordibehesht,varzeshi
1425,آمار تقابل های استقلال و الهلال   ۱۱ بازی  استقلال   الهلال   ۵ برد  ۴ برد  ۲ تساوی   این ۲ تساوی به ضربات پنالتی کشیده شده و هر دوی آن را الهلال برده است   _TOOP.IR,base_background_gb,white,ordibehesht,varzeshi
